event_date,facility_type,occupational_category_of_person_affected,aggressor,type_of_violence,primary_assault_description,primary_contributing_factors,severity_of_assault,emotional_and__or_psychological_impact,level_of_care_needed,response_action_taken,mha_facility_type,wpv_job_role,wpv_class_of_individual,wpv_event_type,wpv_type_of_violence_wpv,wpv_org_contributing_factors,wpv_psych_impact,injury_assessed_by,wpv_staff_immediate_action,event_month,event_year
2024-10-02,ed,allied health/technologist,inpatient,physical,hair pulling,unknown,,unknown,unknown,de-escalation techniques utilized; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-02,ed,"nurse (rn, lpn, lna)",inpatient,physical,slapped,unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-03,other,physician/app,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,ed,unknown,visitor,written/digital,intimidation; racial / cultural comments; threat of violence; unwelcome or offensive language/gestures,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,allied health/technologist,outpatient,verbal,intimidation; racial / cultural comments,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,unknown,outpatient,verbal,he did not raise his voice but he had this very scary way of speaking; intimidation,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-04,other,unknown,other,property damage/vandalism,aggression toward an inanimate object,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-04,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,unknown,visitor,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures,unknown,,unknown,unknown,called 911; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-04,ed,unknown,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; threat of violence",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-04,other,unknown,outpatient,verbal,threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,unknown,inpatient,physical,bitten; hit w/ fist; kicked,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-04,ed,unknown,inpatient,verbal,"intimidation; name calling; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-05,bc,unknown,inpatient,physical,hit w/ fist,unknown,mild,mild - upset / angry / scared / humiliated,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-05,other,unknown,inpatient,physical,hit w/ fist; kicked; scratched,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-06,ed,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-06,other,unknown,other,physical,almost hit w/ object,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-07,scu,unknown,inpatient,physical,assault w/ bodily fluids; kicked,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-09-16,other,physician/app,outpatient,physical,carrying weapons against policy; intimidation,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-09,2024
2024-10-03,other,unknown,outpatient,verbal,unwelcome or offensive language/gestures,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-07,other,unknown,outpatient,verbal,"agitated voice, agressive",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-07,other,unknown,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-08,ed,unknown,outpatient,verbal,screaming or yelling; threat of violence,unknown,severe,none - no emotional and/or psychological impact,ed,called 911; de-escalation techniques utilized; mechanical restraint; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-10-08,ed,unknown,inpatient,physical,assault w/ bodily fluids,unknown,,unknown,unknown,chemical restraint; de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-10-08,ed,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence",unknown,,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-10,2024
2024-10-08,ed,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence",unknown,,unknown,unknown,called 911; notified security,,,,,,,,,,2024-10,2024
2024-10-07,other,physician/app,visitor,verbal,intimidation,n/a or unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-07,other,"nurse (rn, lpn, lna)",inpatient,physical,grabbed; hit w/ fist; kicked; pushed; slapped,unknown,severe,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),physical hold,,,,,,,,,,2024-10,2024
2024-10-09,ed,"nurse (rn, lpn, lna)",outpatient,physical,hit w/ fist; scratched,sent from nursing home due to aggression with roommate. facility will only take patient back when able to provide a private room.,,unknown,unknown,de-escalation techniques utilized; mechanical restraint; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-09-29,med/surg/inpatient,unknown,inpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-09,2024
2024-10-07,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-04,other,unknown,outpatient,verbal,unknown,unknown,,unknown,unknown,unknown,,,,,,,,,,2024-10,2024
2024-10-10,bc,unknown,inpatient,physical,hit w/ fist,unknown,,unknown,unknown,called code gray; mechanical restraint; physical hold,,,,,,,,,,2024-10,2024
2024-10-09,other,administration/support services,visitor,verbal,intimidation,ambulatory practice - late policy,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,unknown,resident (ltc),verbal,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,allied health/technologist,outpatient,verbal,intimidation,n/a or unknown,,unknown,unknown,notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,unknown,outpatient,written/digital,"intimidation; profane, lewd or aggressive language; stalking or terrorizing; slander/defamation of character with other medical provider offices, as documented in medical record",unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-11,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-11,other,unknown,inpatient,physical,bitten; grabbed; kicked; scratched,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-11,other,unknown,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-09-16,bc,unknown,inpatient,physical,kicked,unknown,severe,severe - significant emotional and/or psychological impact resulting in missed work.,urgent care,physical hold,,,,,,,,,,2024-09,2024
2024-10-12,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-13,med/surg/inpatient,unknown,inpatient,physical,threat of violence; intimidation; verbal abuse,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-13,med/surg/inpatient,unknown,visitor,verbal,intimidation; screaming or yelling,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-13,med/surg/inpatient,unknown,visitor,verbal,intimidation; screaming or yelling; stalking or terrorizing,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,administration/support services,outpatient,verbal,verbal,n/a or unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-14,bc,unknown,inpatient,verbal,intimidation; screaming or yelling; stalking or terrorizing,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,administration/support services,outpatient,verbal,screaming or yelling; unwelcome or offensive language/gestures,n/a or unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-15,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,administration/support services,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,allied health/technologist,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; unwelcome or offensive language/gestures",n/a or unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,unknown,outpatient,verbal,threat of violence,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,unknown,other,physical,grabbed; scratched,unknown,moderate,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-15,other,unknown,other,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,called 911; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,unknown,outpatient,verbal,intimidation; screaming or yelling,unknown,,unknown,unknown,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-14,other,unknown,outpatient,written/digital,"intimidation; profane, lewd or aggressive language; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-16,other,"nurse (rn, lpn, lna)",inpatient,physical,slapped,long term care/snf bed unavailable,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,unknown,other,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,"nurse (rn, lpn, lna)",inpatient,physical,pushing/shoving ; unwelcome or offensive touching,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-16,ed,unknown,inpatient,physical,bitten,unknown,mild,mild - upset / angry / scared / humiliated,unknown,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-10-17,other,other,inpatient,physical,scratched,unknown,moderate,none - no emotional and/or psychological impact,ed,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-17,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-17,other,"nurse (rn, lpn, lna)",inpatient,physical,intimidation; kicked; pushed; threat of violence,unknown,,unknown,unknown,called code gray; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-17,other,allied health/technologist,inpatient,physical,grabbed,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-17,scu,physician/app,inpatient,physical,bitten; hit w/ fist,unknown,,unknown,unknown,called code gray; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-17,ed,unknown,inpatient,physical,hit w/ object,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-17,ed,unknown,inpatient,physical,kicked; threat of violence,unknown,other,mild - upset / angry / scared / humiliated,other (please specify),called code gray; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-17,bc,unknown,inpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-17,other,unknown,other,property damage/vandalism,aggression toward an inanimate object; also was very aggressive towards me,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-18,other,unknown,outpatient,physical,grabbed; threat of violence,unknown,other,mild - upset / angry / scared / humiliated,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-18,other,other,outpatient,verbal,unwelcome or offensive language/gestures,n/a or unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-19,ed,unknown,outpatient,physical,hit w/ fist; intimidation; kicked; pushed; scratched; threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-19,ed,unknown,inpatient,physical,assault w/ bodily fluids; grabbed; hit w/ fist; kicked; scratched; threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,unknown,inpatient,physical,intimidation; scratched; threat of violence,unknown,moderate,none - no emotional and/or psychological impact,ed,chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,unknown,inpatient,physical,tripped and taken to the ground,unknown,other,none - no emotional and/or psychological impact,unknown,physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,unknown,inpatient,physical,hit w/ fist,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,unknown,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,other,unknown,inpatient,physical,hit w/ fist,unknown,,unknown,unknown,de-escalation techniques utilized; mechanical restraint; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,unknown,outpatient,verbal,threat of violence,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-20,other,unknown,visitor,written/digital,unknown,unknown,,unknown,unknown,unknown,,,,,,,,,,2024-10,2024
2024-10-20,ed,unknown,outpatient,verbal,unwelcome or offensive language/gestures,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-16,other,unknown,outpatient,verbal,unwelcome or offensive language/gestures,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-21,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; threat of violence",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-21,other,unknown,outpatient,physical,aggression toward an inanimate object; bitten; grabbed; kicked; scratched; slapped,unknown,mild,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-21,scu,unknown,inpatient,physical,kicked,unknown,,unknown,unknown,notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-21,other,administration/support services,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-22,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,unknown,outpatient,verbal,unkind rudeness,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,allied health/technologist,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language",n/a or unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,unknown,inpatient,verbal,intimidation,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-23,ed,unknown,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-23,other,unknown,outpatient,verbal,gender / sexist comments,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-21,other,unknown,outpatient,physical,bitten; kicked; scratched,unknown,other,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-23,med/surg/inpatient,unknown,inpatient,physical,grabbed; pushed,unknown,,unknown,unknown,called code gray; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-23,other,unknown,outpatient,physical,choked,unknown,other,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-23,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-24,ed,unknown,inpatient,physical,pushed,unknown,other,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-10,2024
2024-10-24,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-24,ed,unknown,inpatient,written/digital,intimidation; recording rn without consent,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-24,ed,unknown,inpatient,physical,hair pulling,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,unknown,de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-17,bc,unknown,inpatient,physical,threat of violence,unknown,moderate,moderate - moderate emotional and/or psychological impact with no missed work.,ed,behavioral expectations reviewed; de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-10-25,other,other,inpatient,physical,assault w/ bodily fluids,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-25,other,unknown,outpatient,verbal,screaming or yelling,unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-25,ed,unknown,inpatient,physical,hair pulling,unknown,,unknown,unknown,chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-25,other,unknown,outpatient,physical,bitten,unknown,moderate,none - no emotional and/or psychological impact,unknown,behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-25,other,unknown,outpatient,physical,scratched,unknown,moderate,none - no emotional and/or psychological impact,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-25,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-25,ed,unknown,inpatient,physical,grabbed,unknown,,unknown,unknown,de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-10-25,other,unknown,outpatient,verbal,intimidation; stalking type behaviour; unwelcome or offensive language/gestures,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-25,bc,unknown,inpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; physical hold,,,,,,,,,,2024-10,2024
2024-10-26,ed,allied health/technologist,inpatient,physical,hair pulling,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-26,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist,unknown,,unknown,unknown,chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-10-26,ed,unknown,inpatient,physical,choked,unknown,,unknown,unknown,de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-26,ed,unknown,outpatient,physical,grabbed; hair pulling; scratched; slapped,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-27,ed,"nurse (rn, lpn, lna)",outpatient,verbal,intimidation; threat of violence,unknown,,unknown,unknown,called code gray; de-escalation techniques utilized; seclusion,,,,,,,,,,2024-10,2024
2024-10-27,ed,unknown,inpatient,physical,unwelcome or offensive touching,unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources; notified security,,,,,,,,,,2024-10,2024
2024-10-27,other,"nurse (rn, lpn, lna)",visitor,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-25,bc,unknown,inpatient,verbal,intimidation,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-25,other,"nurse (rn, lpn, lna)",inpatient,verbal,"filming of staff without consent; intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-28,other,unknown,outpatient,written/digital,ongoing behavior and threatening legal action,unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-28,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-28,med/surg/inpatient,unknown,inpatient,physical,hit w/ fist,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-29,other,unknown,outpatient,physical,bitten,unknown,mild,none - no emotional and/or psychological impact,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-29,other,unknown,outpatient,verbal,screaming or yelling; threat of violence,unknown,,unknown,unknown,notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,other,unknown,outpatient,verbal,unknown,unknown,,unknown,unknown,unknown,,,,,,,,,,2024-10,2024
2024-10-29,other,"nurse (rn, lpn, lna)",resident (ltc),physical,grabbed,unknown,moderate,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,other,"nurse (rn, lpn, lna)",resident (ltc),physical,grabbed; pushed,unknown,,unknown,unknown,notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,ed,unknown,outpatient,verbal,screaming or yelling; threat of violence,unknown,,unknown,unknown,notified security,,,,,,,,,,2024-10,2024
2024-10-29,bc,unknown,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,bc,unknown,inpatient,property damage/vandalism,aggression toward an inanimate object,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold; seclusion,,,,,,,,,,2024-10,2024
2024-10-29,bc,unknown,inpatient,property damage/vandalism,aggression toward an inanimate object,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor; physical hold; seclusion,,,,,,,,,,2024-10,2024
2024-10-30,med/surg/inpatient,unknown,inpatient,verbal,"profane, lewd or aggressive language; threat of violence",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-30,med/surg/inpatient,unknown,inpatient,verbal,intimidation; screaming or yelling,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,rehabilitation/therapy services,inpatient,physical,hair pulling; scratched,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
