event_date,facility_type,occupational_category_of_person_affected,aggressor,type_of_violence,primary_assault_description,primary_contributing_factors,severity_of_assault,emotional_and__or_psychological_impact,level_of_care_needed,response_action_taken,mha_facility_type,wpv_job_role,wpv_class_of_individual,wpv_event_type,wpv_type_of_violence_wpv,wpv_org_contributing_factors,wpv_psych_impact,injury_assessed_by,wpv_staff_immediate_action,event_month,event_year
2024-10-01,other,<n/s>,outpatient,verbal,intimidation; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-01,ed,<n/s>,other,physical,hit w/ fist,<n/s>,severe,none - no emotional and/or psychological impact,ed,de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-09-20,other,<n/s>,inpatient,verbal,gender / sexist comments; unwelcome or offensive language/gestures,n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-09,2024
2024-09-28,other,<n/s>,inpatient,physical,attemptted to kiss; grabbed; unwelcome or offensive touching,n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-09,2024
2024-10-01,other,<n/s>,outpatient,physical,grabbed,<n/s>,moderate,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-01,other,<n/s>,resident (ltc),verbal,getting into staff's vehicle without consent,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-02,other,<n/s>,other,physical,no violence,<n/s>,other,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),notified supervisor,,,,,,,,,,2024-10,2024
2024-10-02,other,<n/s>,outpatient,verbal,intimidation; screaming or yelling; threat of violence; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-02,other,<n/s>,inpatient,verbal,screaming or yelling,n/a or unknown,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-02,med/surg/inpatient,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence",n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-02,ed,allied health/technologist,inpatient,physical,hair pulling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-02,ed,"nurse (rn, lpn, lna)",inpatient,physical,slapped,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-03,other,physician/app,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,ed,<n/s>,visitor,written/digital,intimidation; racial / cultural comments; threat of violence; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,allied health/technologist,outpatient,verbal,intimidation; racial / cultural comments,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,<n/s>,outpatient,verbal,he did not raise his voice but he had this very scary way of speaking; intimidation,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-04,other,<n/s>,other,property damage/vandalism,aggression toward an inanimate object,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-04,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,<n/s>,visitor,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,called 911; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-04,ed,<n/s>,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-04,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-03,other,<n/s>,inpatient,physical,bitten; hit w/ fist; kicked,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-04,ed,<n/s>,inpatient,verbal,"intimidation; name calling; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-05,bc,<n/s>,inpatient,physical,hit w/ fist,<n/s>,mild,mild - upset / angry / scared / humiliated,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-05,other,<n/s>,inpatient,physical,hit w/ fist; kicked; scratched,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-06,ed,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-06,other,<n/s>,other,physical,almost hit w/ object,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-07,scu,<n/s>,inpatient,physical,assault w/ bodily fluids; kicked,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-09-16,other,physician/app,outpatient,physical,carrying weapons against policy; intimidation,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-09,2024
2024-10-03,other,<n/s>,outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-07,other,<n/s>,outpatient,verbal,"agitated voice, agressive",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-07,other,<n/s>,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-08,ed,<n/s>,outpatient,verbal,screaming or yelling; threat of violence,<n/s>,severe,none - no emotional and/or psychological impact,ed,called 911; de-escalation techniques utilized; mechanical restraint; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-10-08,ed,<n/s>,inpatient,physical,assault w/ bodily fluids,<n/s>,,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-10-08,ed,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-10,2024
2024-10-08,ed,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence",<n/s>,,<n/s>,<n/s>,called 911; notified security,,,,,,,,,,2024-10,2024
2024-10-07,other,physician/app,visitor,verbal,intimidation,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-07,other,"nurse (rn, lpn, lna)",inpatient,physical,grabbed; hit w/ fist; kicked; pushed; slapped,<n/s>,severe,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),physical hold,,,,,,,,,,2024-10,2024
2024-10-09,ed,"nurse (rn, lpn, lna)",outpatient,physical,hit w/ fist; scratched,sent from nursing home due to aggression with roommate. facility will only take patient back when able to provide a private room.,,<n/s>,<n/s>,de-escalation techniques utilized; mechanical restraint; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-09-29,med/surg/inpatient,<n/s>,inpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-09,2024
2024-10-07,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-04,other,<n/s>,<n/s>,<n/s>,<n/s>,<n/s>,,<n/s>,<n/s>,<n/s>,,,,,,,,,,2024-10,2024
2024-10-10,bc,<n/s>,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,called code gray; mechanical restraint; physical hold,,,,,,,,,,2024-10,2024
2024-10-09,other,administration/support services,visitor,verbal,intimidation,ambulatory practice - late policy,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,<n/s>,resident (ltc),verbal,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,allied health/technologist,outpatient,verbal,intimidation,n/a or unknown,,<n/s>,<n/s>,notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,<n/s>,outpatient,written/digital,"intimidation; profane, lewd or aggressive language; stalking or terrorizing; slander/defamation of character with other medical provider offices, as documented in medical record",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-10,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-11,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-11,other,<n/s>,inpatient,physical,bitten; grabbed; kicked; scratched,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-11,other,<n/s>,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-09-16,bc,<n/s>,inpatient,physical,kicked,<n/s>,severe,severe - significant emotional and/or psychological impact resulting in missed work.,urgent care,physical hold,,,,,,,,,,2024-09,2024
2024-10-12,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-13,med/surg/inpatient,<n/s>,inpatient,physical,threat of violence; intimidation; verbal abuse,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-13,med/surg/inpatient,<n/s>,visitor,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-13,med/surg/inpatient,<n/s>,visitor,verbal,intimidation; screaming or yelling; stalking or terrorizing,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,administration/support services,outpatient,verbal,verbal,n/a or unknown,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-14,bc,<n/s>,inpatient,verbal,intimidation; screaming or yelling; stalking or terrorizing,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,administration/support services,outpatient,verbal,screaming or yelling; unwelcome or offensive language/gestures,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-15,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,administration/support services,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,allied health/technologist,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; unwelcome or offensive language/gestures",n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,<n/s>,other,physical,grabbed; scratched,<n/s>,moderate,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-15,other,<n/s>,other,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,called 911; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-15,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,<n/s>,outpatient,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-14,other,<n/s>,outpatient,written/digital,"intimidation; profane, lewd or aggressive language; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-16,other,"nurse (rn, lpn, lna)",inpatient,physical,slapped,long term care/snf bed unavailable,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,<n/s>,other,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-16,other,"nurse (rn, lpn, lna)",inpatient,physical,pushing/shoving ; unwelcome or offensive touching,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-16,ed,<n/s>,inpatient,physical,bitten,<n/s>,mild,mild - upset / angry / scared / humiliated,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-10-17,other,other,inpatient,physical,scratched,<n/s>,moderate,none - no emotional and/or psychological impact,ed,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-17,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-17,other,"nurse (rn, lpn, lna)",inpatient,physical,intimidation; kicked; pushed; threat of violence,<n/s>,,<n/s>,<n/s>,called code gray; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-17,other,allied health/technologist,inpatient,physical,grabbed,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-17,scu,physician/app,inpatient,physical,bitten; hit w/ fist,<n/s>,,<n/s>,<n/s>,called code gray; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-17,ed,<n/s>,inpatient,physical,hit w/ object,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-17,ed,<n/s>,inpatient,physical,kicked; threat of violence,<n/s>,other,mild - upset / angry / scared / humiliated,other (please specify),called code gray; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-17,bc,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-17,other,<n/s>,other,property damage/vandalism,aggression toward an inanimate object; also was very aggressive towards me,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-18,other,<n/s>,outpatient,physical,grabbed; threat of violence,<n/s>,other,mild - upset / angry / scared / humiliated,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-18,other,other,outpatient,verbal,unwelcome or offensive language/gestures,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-19,ed,<n/s>,outpatient,physical,hit w/ fist; intimidation; kicked; pushed; scratched; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-19,ed,<n/s>,inpatient,physical,assault w/ bodily fluids; grabbed; hit w/ fist; kicked; scratched; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,<n/s>,inpatient,physical,intimidation; scratched; threat of violence,<n/s>,moderate,none - no emotional and/or psychological impact,ed,chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,<n/s>,inpatient,physical,tripped and taken to the ground,<n/s>,other,none - no emotional and/or psychological impact,<n/s>,physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,<n/s>,inpatient,physical,hit w/ fist,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,other,<n/s>,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; mechanical restraint; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-19,ed,<n/s>,outpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-20,other,<n/s>,visitor,written/digital,<n/s>,<n/s>,,<n/s>,<n/s>,<n/s>,,,,,,,,,,2024-10,2024
2024-10-20,ed,<n/s>,outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-16,other,<n/s>,outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-21,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; threat of violence",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-21,other,<n/s>,outpatient,physical,aggression toward an inanimate object; bitten; grabbed; kicked; scratched; slapped,<n/s>,mild,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-21,scu,<n/s>,inpatient,physical,kicked,<n/s>,,<n/s>,<n/s>,notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-21,other,administration/support services,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-22,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,<n/s>,outpatient,verbal,unkind rudeness,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,allied health/technologist,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language",n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-22,other,<n/s>,inpatient,verbal,intimidation,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-23,ed,<n/s>,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-23,other,<n/s>,outpatient,verbal,gender / sexist comments,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-21,other,<n/s>,outpatient,physical,bitten; kicked; scratched,<n/s>,other,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-23,med/surg/inpatient,<n/s>,inpatient,physical,grabbed; pushed,<n/s>,,<n/s>,<n/s>,called code gray; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-23,other,<n/s>,outpatient,physical,choked,<n/s>,other,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-23,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-24,ed,<n/s>,inpatient,physical,pushed,<n/s>,other,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-10,2024
2024-10-24,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-24,ed,<n/s>,inpatient,written/digital,intimidation; recording rn without consent,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-24,ed,<n/s>,inpatient,physical,hair pulling,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,<n/s>,de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-17,bc,<n/s>,inpatient,physical,threat of violence,<n/s>,moderate,moderate - moderate emotional and/or psychological impact with no missed work.,ed,behavioral expectations reviewed; de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-10-25,other,other,inpatient,physical,assault w/ bodily fluids,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-25,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-10,2024
2024-10-25,ed,<n/s>,inpatient,physical,hair pulling,<n/s>,,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-25,other,<n/s>,outpatient,physical,bitten,<n/s>,moderate,none - no emotional and/or psychological impact,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-10,2024
2024-10-25,other,<n/s>,outpatient,physical,scratched,<n/s>,moderate,none - no emotional and/or psychological impact,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-25,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-25,ed,<n/s>,inpatient,physical,grabbed,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; physical hold,,,,,,,,,,2024-10,2024
2024-10-25,other,<n/s>,outpatient,verbal,intimidation; stalking type behaviour; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-25,bc,<n/s>,inpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; physical hold,,,,,,,,,,2024-10,2024
2024-10-26,ed,allied health/technologist,inpatient,physical,hair pulling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-26,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; physical hold,,,,,,,,,,2024-10,2024
2024-10-26,ed,<n/s>,inpatient,physical,choked,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security,,,,,,,,,,2024-10,2024
2024-10-26,ed,<n/s>,outpatient,physical,grabbed; hair pulling; scratched; slapped,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-27,ed,"nurse (rn, lpn, lna)",outpatient,verbal,intimidation; threat of violence,<n/s>,,<n/s>,<n/s>,called code gray; de-escalation techniques utilized; seclusion,,,,,,,,,,2024-10,2024
2024-10-27,ed,<n/s>,inpatient,physical,unwelcome or offensive touching,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified security,,,,,,,,,,2024-10,2024
2024-10-27,other,"nurse (rn, lpn, lna)",visitor,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-25,bc,<n/s>,inpatient,verbal,intimidation,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-25,other,"nurse (rn, lpn, lna)",inpatient,verbal,"filming of staff without consent; intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-10,2024
